452 students participated in the test.
The average grade was 6.670353. 
With a standard deviation of 2.214507. 
The maximum score is 10.000000.
The minimum score is 0.100000.
1011223 7.700000
1045241 5.000000
1096315 4.400000
1114348 6.500000
1147688 9.500000
1148830 1.000000
1172534 7.700000
1179191 5.300000
1180375 6.600000
1194546 9.700000
1205386 2.900000
1215473 4.600000
1215667 7.700000
1216011 7.000000
1216062 8.000000
1216256 8.900000
1220620 4.100000
1222884 4.300000
1228289 6.200000
1231034 6.000000
1239086 6.700000
1246530 0.700000
1250171 4.900000
1250209 5.400000
1257246 8.000000
1258544 6.600000
1260541 6.400000
1260549 8.500000
1260592 7.000000
1260711 5.600000
1260727 5.000000
1260762 6.800000
1260875 9.200000
1260948 6.300000
1261065 6.400000
1261154 5.700000
1261235 8.800000
1261270 6.200000
1261367 7.200000
1261440 8.700000
1261464 7.900000
1261483 9.600000
1261521 5.900000
1261715 8.200000
1261801 4.800000
1261831 6.700000
1261912 9.100000
1261936 3.900000
1261979 5.600000
1262013 7.800000
1262021 6.700000
1265125 7.800000
1265861 4.200000
1266288 9.800000
1266334 4.500000
1266814 7.500000
1266833 7.600000
1268019 8.100000
1268027 3.500000
1268035 3.200000
1268070 6.600000
1269147 0.100000
1269212 5.300000
1269236 5.300000
1269244 9.400000
1269996 6.000000
1270032 8.700000
1271397 8.900000
1272784 9.900000
1272814 9.700000
1272849 3.900000
1273473 5.100000
1274321 7.800000
1275678 8.700000
1275708 2.100000
1275759 4.800000
1276383 7.900000
1278855 9.100000
1278971 9.400000
1280151 8.100000
1280205 4.400000
1281538 4.900000
1282836 7.100000
1282844 6.900000
1283948 6.700000
1285967 7.200000
1286103 7.900000
1287579 5.600000
1287986 5.700000
1288656 7.800000
1290677 7.300000
1290707 1.400000
1290715 6.300000
1290920 6.400000
1292629 6.800000
1295671 5.000000
1296098 3.400000
1304538 7.700000
1305046 2.900000
1305739 8.000000
1305747 7.000000
1305755 2.700000
1305790 5.800000
1305798 4.600000
1305812 8.100000
1305820 7.000000
1305828 9.800000
1305836 8.900000
1305844 9.100000
1305863 8.800000
1305871 6.300000
1305879 6.500000
1305887 8.800000
1305895 4.600000
1305909 4.800000
1305917 4.900000
1305925 7.900000
1305952 3.100000
1305968 6.100000
1306003 8.100000
1306010 6.900000
1306018 8.900000
1306026 6.900000
1306034 8.700000
1306053 5.300000
1306061 5.900000
1306069 8.700000
1306077 5.100000
1306115 7.300000
1306150 6.300000
1306166 2.600000
1306174 2.800000
1306193 7.400000
1306201 4.800000
1306204 7.600000
1306231 8.000000
1306239 9.600000
1306247 5.100000
1306255 9.600000
1306282 5.500000
1306312 8.100000
1306328 7.000000
1306344 8.100000
1306363 5.900000
1306371 9.200000
1306387 7.700000
1306395 9.600000
1306409 6.500000
1306417 6.700000
1306425 8.000000
1306460 7.900000
1306468 9.700000
1306476 2.500000
1306506 8.100000
1306514 3.300000
1306533 7.600000
1306541 8.200000
1306549 9.400000
1306557 4.400000
1306565 7.800000
1306592 5.900000
1306600 3.300000
1306622 0.400000
1306630 7.500000
1306654 9.400000
1306681 8.000000
1306689 4.600000
1306697 9.100000
1306719 6.900000
1306735 6.600000
1306770 6.000000
1306778 5.600000
1306786 5.700000
1306794 4.000000
1306808 2.900000
1306816 1.100000
1306824 7.100000
1306843 9.100000
1306851 7.800000
1306867 8.900000
1306875 5.000000
1306902 7.800000
1306905 5.100000
1306932 9.200000
1306940 8.800000
1306948 7.300000
1306956 8.400000
1306983 9.100000
1306991 9.600000
1306999 5.700000
1307006 5.700000
1307014 2.200000
1307033 3.600000
1307041 2.600000
1307049 8.200000
1307057 9.600000
1307092 5.400000
1307100 5.100000
1307122 6.700000
1307130 8.400000
1307138 9.800000
1307146 5.000000
1310093 4.200000
1310287 7.500000
1310295 5.500000
1310309 4.100000
1310317 9.800000
1310325 6.700000
1310352 8.500000
1310360 8.700000
1310368 9.800000
1310751 5.300000
1310775 7.000000
1310805 4.000000
1310832 8.900000
1310840 4.600000
1310848 6.800000
1311399 8.100000
1311413 6.800000
1311421 7.700000
1311429 3.600000
1311437 2.500000
1311445 8.900000
1311472 6.500000
1311480 9.100000
1311488 7.600000
1311798 7.900000
1311812 1.600000
1311887 4.400000
1312223 4.700000
1312231 8.900000
1312239 8.600000
1312247 4.600000
1312255 4.300000
1312282 2.300000
1312290 6.900000
1312312 3.900000
1312328 7.000000
1312336 7.800000
1312344 5.600000
1312859 7.600000
1312867 8.600000
1312875 10.000000
1312902 6.200000
1312905 8.000000
1312932 2.800000
1312940 8.100000
1312948 6.400000
1312956 4.500000
1312964 6.000000
1312983 8.300000
1313219 3.100000
1313294 4.700000
1313308 8.400000
1314037 7.900000
1314088 7.000000
1314412 7.000000
1314606 7.800000
1314614 5.900000
1314633 5.700000
1314641 9.600000
1314649 7.200000
1314657 7.100000
1314692 6.600000
1314700 8.100000
1314722 2.800000
1314730 8.500000
1314738 1.600000
1314746 5.300000
1315002 5.400000
1315017 7.000000
1315052 9.200000
1315149 6.100000
1315815 9.300000
1315850 6.900000
1315858 8.600000
1315866 3.100000
1315874 7.800000
1315893 4.700000
1315901 6.200000
1315904 8.500000
1315923 6.600000
1315939 9.100000
1315947 7.800000
1315955 7.100000
1315982 8.500000
1315990 7.400000
1315998 8.400000
1316005 9.600000
1316571 6.200000
1317012 8.200000
1317028 9.800000
1317036 9.100000
1317044 4.200000
1317079 8.600000
1317087 10.000000
1317095 8.000000
1317788 9.400000
1317834 8.800000
1318272 6.700000
1318814 6.100000
1318833 9.800000
1318849 6.500000
1319783 2.600000
1319791 4.800000
1320301 7.400000
1320323 3.300000
1320331 5.600000
1320347 6.700000
1320657 2.600000
1321785 8.300000
1322145 8.100000
1322374 8.500000
1322846 4.800000
1322854 5.600000
1322873 6.700000
1322881 9.700000
1322889 6.000000
1322897 6.000000
1322919 3.600000
1322927 8.000000
1323462 2.200000
1323478 7.600000
1323486 10.000000
1323543 9.700000
1323745 8.100000
1323772 8.900000
1323780 8.300000
1323974 8.800000
1324644 3.500000
1324671 3.400000
1324679 9.300000
1324687 8.200000
1324709 7.700000
1325314 9.800000
1325333 9.000000
1325341 7.800000
1325365 6.100000
1325392 8.900000
1325454 7.700000
1325473 9.700000
1325481 6.200000
1325489 7.800000
1325519 8.800000
1326202 4.700000
1326550 10.000000
1326574 8.800000
1326593 7.200000
1326601 9.700000
1326728 10.000000
1326949 4.100000
1327597 8.500000
1327611 7.500000
1327619 4.000000
1327662 8.400000
1327972 8.900000
1328472 9.400000
1328480 2.300000
1328496 8.100000
1328577 10.000000
1328650 6.100000
1328887 7.700000
1328925 2.400000
1328976 6.600000
1329069 3.200000
1329077 4.300000
1329085 6.600000
1329115 9.700000
1329142 7.600000
1329150 10.000000
1329158 4.300000
1329786 5.600000
1329794 9.200000
1329808 3.600000
1329824 6.400000
1329851 4.400000
1329902 6.300000
1331112 7.900000
1331217 9.400000
1331594 3.500000
1331608 8.800000
1332299 4.100000
1332593 6.600000
1332601 4.400000
1332623 6.700000
1332631 9.400000
1333007 8.300000
1333190 7.800000
1333708 0.700000
1334243 5.300000
1334251 8.100000
1334340 4.100000
1335142 4.900000
1335533 0.900000
1336464 3.800000
1336774 8.700000
1336912 3.900000
1336920 6.100000
1336995 6.300000
1337021 4.100000
1338009 7.400000
1338165 7.600000
1338192 7.600000
1338222 8.300000
1338230 6.600000
1338238 9.300000
1338254 9.500000
1338273 8.500000
1338289 8.700000
1338297 7.900000
1338311 10.000000
1338319 9.000000
1338362 10.000000
1338370 5.100000
1338394 2.300000
1338408 5.300000
1338416 8.700000
1338424 3.400000
1338443 3.200000
1338459 3.700000
1338753 7.800000
1338761 6.700000
1338866 9.000000
1338901 9.000000
1338904 7.700000
1339083 7.900000
1340111 4.900000
1340135 3.500000
1340429 6.800000
1340812 9.100000
1340828 5.400000
1340836 8.800000
1340844 6.200000
1341395 7.600000
1341770 7.400000
1341875 4.400000
1342912 9.700000
1342920 9.900000
1343134 6.300000
9156265 1.200000
1340391 7.300000
1315931 8.300000
1320304 8.000000
1323516 2.100000
1183881 4.700000
1248115 3.800000
1260932 7.200000
1261033 8.400000
1275716 8.400000
1280116 8.500000
1280202 5.800000
1286370 4.100000
